Title,Content,Tags,Topics
"Riding high on a string of impressive performances, the city-based Indus League Clothing Ltd is gearing for the launch of a top-end western women's wear range by the year end and also finalising stock option plans for its manufacturing and marketing associates.
 
 ","Riding high on a string of impressive performances, the city-based Indus League Clothing Ltd is gearing for the launch of a top-end western women's wear range by the year end and also finalising stock option plans for its manufacturing and marketing associates.
 
 ""There's no real brand in the women's wear segment, so we have to ensure that we get it right the first time,"" Indus League managing director, Sriram Srinivasan, said.
 
 As part of the effort, the company is also setting up a 4000 sq.ft design studio in Bangalore where designers and visual mechandisers will work together to fine-tune the product design and finish.
 
 The company also unveiled their Employee Stock Option (Esop) Plan here yesterday. Called Indus League Employees Growth Options 2000 (ILEGO 2000), the scheme, with a base figure of 500 stock options, will be offered to every employee who has put in six months of service.
 
 The first Indian clothing company to receive venture capital funding, Indus League will offer over 7 per cent of the fully diluted equity through ILEGO-2000.
 
 ""We will have special stock options for employees who have sacrificed higher salaries elsewhere to join us,  contributed substantially and stayed committed to the company's growth,"" finance and HR director, Uday Kumar, said.
 
 In the 78-member strong company, 28 early-bird employees have already received their stock option grant letters, and the value of their stocks has already shot up by 350 per cent, Kumar said.
 
 Just seven months into the launch of its brands, Indus League is expected to achieve sales of over Rs 27 crore in 1999-2000, more than 60 per cent higher than its original business plan projections based on which it received its funding from Draper International and Dalmia Cements.
 
 ICICI Venture, which valued Indus League at Rs 50 crore, picked up a significant but undisclosed stake in the company in January 2000.
 
 Launched in April 1999 by Sriram Srinivasan and seven other professionals from the garment industry, Indus League launched their two original brands - Indigo Nation and Scullers - within five months in India. Both these are also marketed in seven countries in West Asia and Sri Lanka.






","Scullers, Indus League, Sriram Srinivasan, Indus League Employees Growth Options, Kumar, Indigo Nation, Indus League Clothing Ltd, Draper International and Dalmia Cements, Uday Kumar, Venture, Bangalore, Sri Lanka, ILEGO, their Employee Stock Option, India","per, cent, said, also, market, company, india, bank, rs, would"
Global consulting major Arthur Andersen will also play the role of an incubator for the infotech and Internet start-up companies in India.,"Global consulting major Arthur Andersen will also play the role of an incubator for the infotech and Internet start-up companies in India. The leading consulting company is all set to fund Internet start-ups in India as part of its global strategy to promote information technology, telecom ventures and Internet companies in a big way, said senior company official. 
 
 The company has set aside half-a-billion dollars to plunge into incubator's role world-wide.
 
 ""This is as part of the company's commitment to play a key role in the coming years in the Internet arena,"" Peter Raymond, head (corporate/privatisation) of Arthur Andersen's global communication practice, informed.
 
 Raymond also said that the half-a-billion-dollar fund announced on January 24, is aimed at promoting ideas. ""For that, there's no geographic barrier. We are open to funding anyone approaching us with a good idea. We will be pleased to take up the role of an incubator,"" he said.
 
 According to him, as part of its India-specific activities, Arthur Andersen would soon come out with an India-specific plan with a detailed outlay and with specific fund allocation. ""The incubator programme was announced recently and we would form a group here in India to work out an area-specific strategy,"" he said.
 
 He, however, did not point out the specific details of its incubator role in India. ""We are in the process of working out the policies, project specification and legalities. Once these become clear we would roll out our project in India,"" he pointed out. ""We are expecting to come out with a concrete plan soon,"" he added.
 
 ""We will spot good ideas and will work hand-in-hand to develop it into a great venture. We will take equity in return for the fund and mainly our aim is to help people make their dream come true,"" said Raymond.
 
 Arthur Andersen, one of the first global accounting firms to enter India, is now a 700-member organisation.
 
 Another global consulting company that has launched an India-specific incubation program was McKinsey. It has announced its India specific incubation facility India Venture 2000 about a fortnight back.






","Arthur Andersen, Arthur Andersen's, Peter Raymond, McKinsey, Raymond, India Venture 2000, India","per, cent, said, also, market, company, india, bank, rs, would"
"The ministry of steel, on a request from Russian firm Tyzhpromexport (TPE), has extended the February deadline for the finalisation of the Rs 800 crore TPE joint venture proposal for Indian Iron and Steel Co Ltd (Iisco).","The ministry of steel, on a request from Russian firm Tyzhpromexport (TPE), has extended the February deadline for the finalisation of the Rs 800 crore TPE joint venture proposal for Indian Iron and Steel Co Ltd (Iisco). The ministry has asked TPE to reach a decision by March 31, 2000, when Iisco's revival plan is scheduled for hearing before the Board for Industrial and Financial Reconstruction (BIFR).
 
 If TPE fails to deliver by March 31 the ministry would have to place an alternative plan for reviving Iisco before the BIFR.
 
 Senior steel ministry sources said, ""TPE has been unable to reach a final decision so far due to internal political problems in Russia. However, since they have sought an extension of the deadline, the steel ministry is prepared to wait, but only till March 31. TPE would actually have to come up with an answer before March 31, since the BIFR hearing is scheduled on that date.""
 
 Steel minister Dilip Ray had announced in November 1999 that the government would give TPE till February-end to finalise its joint venture proposal, failing which the government would explore other options.
 
 The TPE proposal envisages bringing in Rs 800 crore either as equity or loan, using the rupee-rouble escrow account.
 
 Last year, Steel Authority of India Ltd's (SAIL) Rs 2107 crore revival plan for Iisco, which envisaged the participation of TPE as an equity partner, was sent to the Russian government for clearance.
 
 This year, TPE submitted a revised version of the proposal for vetting by the government of India, which envisages majority participation by TPE and a total investment of Rs 800 crore. Under the new plan, Iisco's steelmaking capacity is proposed to be raised from 0.3 million tonne to 0.6 million tonne. While the Indian government has approved the revised proposal, the Russian side is yet to come through with their clearances.
 
 ""If the Russian side does not come through with a decision even by March, the only way TPE would get a further extension is if the BIFR extends its date of hearing"", said steel ministry sources.






","Iisco, BIFR, the Board for Industrial and Financial Reconstruction, Indian Iron and Steel Co Ltd, Steel Authority of India Ltd's, TPE, Tyzhpromexport, Rs, India, Dilip Ray, Russia, The ministry of steel","said, rs, bank, per, would, india, banks, government, cent, also"
"Advertising agency McCann-Erikson India will have separate divisions to take care of information technology (IT), health care and consumer interest.
 
 ","Advertising agency McCann-Erikson India will have separate divisions to take care of information technology (IT), health care and consumer interest.
 
 Alyque Padamsee, creative consultant to McCann Erikson India told Business Standard: ""The agency is undergoing a re-engineering process which will be complete in a couple of months.""
 
 The agency with a turnover of $16 billion worldwide, has already signed three IT start-ups in India. ""Bigness allows many things under one roof"" said Padamsee and this is exactly what McCann is endeavouring at. The agency is all set to enter into web advertising and portals.
 
 Stan Rapp, of McCann (worldwide) a specialist in customer relationship management, was in Mumbai to facilitate the formation of the consumer interest division.
 
 Padamsee has also become communications advisor to the chief minister of Andhra Pradesh, Chandrababu Naidu. The main idea is to improve communication between Chandrababu Naidu and his own bureaucrats, investors (both Indian and foreign) and the people of Andhra Pradesh. Among the three layers Padamsee identifies the bureaucratic one to be toughest. 
 
 He has suggested that ""wife power"" be infused into this layer. ""If the wife and children are involved the idea would be more accepted by the bureaucrats who are used to keeping the levers of power in their control"" he said. To communicate ideas to the masses of ""Cyberbad"", the state will have Internet connection at every street corner and it is through this medium that Padamsee will reach out to people at the grassroots level.
 
 Lastly, the advertising guru feels that it will not be a very arduous task too woo investors to a state where the chief minister and his cabinet are ready to welcome them and adapt to the market forces. Padamsee has already obtained a SWOT analysis of the state from the industries minister and is studying it.






","Stan Rapp, McCann, McCann-Erikson India, Andhra Pradesh, Mumbai, McCann Erikson, SWOT, Padamsee, India, Chandrababu Naidu, Business Standard","rs, per, said, cent, company, would, market, also, india, consumer"
"The market capitalisation of all stocks listed on the Bombay Stock Exchange (BSE) soared to a record of over Rs 11,00,000 crore (about $256 billion) yesterday, putting India among the world's top 10 markets by market capitalisation.
 
 ","The market capitalisation of all stocks listed on the Bombay Stock Exchange (BSE) soared to a record of over Rs 11,00,000 crore (about $256 billion) yesterday, putting India among the world's top 10 markets by market capitalisation.
 
 With a market cap of $256 billion, India is now placed at number nine after South Africa, which has an estimated market cap of $275 billion.
 
 The 30-scrip Bombay Stock Exchange sensex touched an all-time high of 6150.69 yesterday before closing at 5924.31, down 9.25 points from the previous close of 5933.96. The S&P CNX Nifty closed 11.50 points lower at 1744.50.
 
 The Business Standard index of the convergent economy, the ICE index, outperformed the sensex, rising 4.59 per cent or 16.27 points to close at 370.49. 
 
 Wipro and Infosys, which hit the upper circuit filter on the BSE yesterday, fuelled the rise in the ICE Index. Wipro now has a market cap of over Rs 150,000 crore, followed by Infosys at Rs 71,252 crore. 
 
 Apart from Wipro, Infosys and Satyam Computer Services _ which gained 7.5 per cent _ all other infotech scrips in the ICE index witnessed a major correction, with Aptech hitting the lower end of the circuit filter.
 
 Prominent losers on the BSE included MTNL, which hit the lower circuit filter and VSNL, which dipped 6.9 per cent.
 
 The gainers included Zee Telefilms, up 4.3 per cent at Rs 1,398 and ICICI Bank, which closed at Rs 169.55 after hitting its upper circuit filter. 
 
 The previous high for aggregate market capitalisation was recorded on January 4 when the market cap of all stocks listed on the BSE crossed the magic figure of Rs 10,00,000 crore. With the current market cap at Rs 11,02,651 crore, the BSE has recorded a hefty rise of Rs 1,00,000 crore in market cap in just one month. Infotech major Wipro has played a major role in this spectacular rise, with its individual market cap of Rs 150,135 crore now accounting for 13.61 per cent of the BSE's total market cap. Wipro has seen its market cap rise by almost Rs 1,00,000 crore in just one month.  he BSE itself has seen its total market cap rise by 150 per cent in just one year.






","The S&P CNX Nifty, Infotech, Zee Telefilms, Infosys, ICICI Bank, MTNL, the Bombay Stock Exchange, Satyam Computer Services, Wipro, South Africa, Bombay Stock Exchange, ICE, India, BSE, VSNL","rs, per, said, cent, company, would, market, also, india, consumer, per, cent, said, also, market, company, india, bank, rs, would"
"Azim Premji has become the fourth richest person in the world, with a personal networth of $25.7 billion. 
 
 ","Azim Premji has become the fourth richest person in the world, with a personal networth of $25.7 billion. 
 
 Going by Forbes' 1999 ranking of the 10 richest businessmen, Premji is preceded only by Bill Gates with an estimated networth of $ 90 billion, Warren Buffett with $36 billion and Paul Allen with $30 billion. 
 
 Premji's personal wealth is based on his 75 per cent stake in Wipro. His net worth has risen a whopping 133 per cent to Rs 1,11,721 crore in just over a month. To put this in perspective, he now accounts for one-tenth of the BSE's total market capitalisation, which is over Rs 11,00,000 crore. 
 
 The Wipro scrip hit the circuit-filter to close at Rs 6,500.40 yesterday. 
 
 The sharp rise in Wipro's market price is attributed to its excellent third-quarter performance and its thrust on new areas like Net-related technologies and telecom software. The tieup with global software major Microsoft has also fuelled investor sentiment.
 
 Premji isn't the only one enjoying good fortune. The market rally over the past month has helped members of the BS Billionaires Club add to their already substantial kitty.
 
 Subhash Chandra, the second richest Indian, has seen his networth rise 17.1 per cent to Rs 41,676 crore. Shiv Nadar, Rajendra Pawar and Vijay Thadani are together at third place, with a networth of Rs 33,976 crore. This represents a rise of 197 per cent, largely due to the listing of HCL Technologies on January 11. 
 
 N R Narayana Murthy and associates have seen their networth rise 37 per cent to Rs 10,908 crore (at a paid-up share value of Rs 5 up). Dhirubhai Ambani and family are at fifth position with a networth of Rs 15, 852 crore, a rise of 19.9 per cent.






","Bill Gates, Microsoft, Warren Buffett, Premji, Paul Allen, Shiv Nadar, Rajendra Pawar, Dhirubhai Ambani, Vijay Thadani, Narayana Murthy, HCL Technologies, Azim Premji, Wipro, Chandra, N, Forbes, the BS Billionaires Club, BSE","rs, per, said, cent, company, would, market, also, india, consumer"
The government is planning to overhaul the board of directors of public sector banks to restrict membership to government nominees and shareholder-representatives from the public.,"The government is planning to overhaul the board of directors of public sector banks to restrict membership to government nominees and shareholder-representatives from the public. The move would keep away trade union representatives from directly occupying positions on the boards.
 
 The proposal is likely to come up before the Cabinet in the next few weeks. The move may evoke stiff resistance from the unions.
 
 In the run-up to the board revamp, the government last month dropped all non-official directors from the boards of all public sector banks and set a three-year tenure for them.
 
 The composition of public sector bank boards has changed gradually over the past year, with the government giving permission for induction of a greater number of shareholder-representatives.
 
 Corporation Bank was the first to induct public representatives on its board, followed by Oriental Bank of Commerce, Bank of India and Bank of Baroda. Dena Bank was the last one to induct shareholder-representatives through a secret ballot, and selected four that included former Uco Bank director S Ravi, Avinash Dalal and Subhas Chandra Wadhwa. Several other banks are planning to go public as well such as Allahabad Bank and Punjab & Sind Bank. Syndicate Bank made its maiden public offer late last year. Sources said the move to revamp the banks' boards and also their organisational structure is part of a bigger plan of a effecting a major structural change in the PSU banking fraternity, that includes divestment of government stake below 51 per cent.






","Bank of Baroda, Bank of India and, Corporation Bank, Syndicate Bank, Allahabad Bank, Avinash Dalal, Uco Bank, Cabinet, Subhas Chandra Wadhwa, Dena Bank, Oriental Bank of Commerce, S Ravi, Punjab & Sind Bank","said, rs, bank, per, would, india, banks, government, cent, also"
"The National Stock Exchange (NSE) has advised some of its clearing banks, which have been aggressive in extending credit to brokers, to review their limits as well as the quality of assets against which funds have been extended.
 
 ","The National Stock Exchange (NSE) has advised some of its clearing banks, which have been aggressive in extending credit to brokers, to review their limits as well as the quality of assets against which funds have been extended.
 
 In a related move, Sebi yesterday informed the Reserve Bank of India (RBI) about some banks that have been extending credit or providing bank guarantees to brokers at very low margins.
 
 Sources said Sebi was concerned over possible exploitation of the banking system by brokers taking large exposures on the back of guarantees. That is why it said all brokers would have to ensure that 50 per cent of all capital and margins furnished by them were in cash by March-end.
 
 The sources said that the regulator was of the view that while it could take steps like slapping higher margins, there was little it could do to prevent misuse of bank funds. 
 
 The NSE has already held informal discussions with some of its clearing banks and told them that considering the overheated state of the markets, they should review their credit limits to brokers. NSE currently has four clearing banks__HDFC Bank, Global Trust Bank, Canara Bank and IndusInd Bank__but two of these banks which have been aggressive in extending credit to brokers have been asked to review their guidelines, said top NSE sources.
 
 In a related move, Sebi chairman DR Mehta on Monday is believed to have taken up the issue with senior RBI officials of some banks extending bank guarantees, overdrafts and loan against shares, at low margins which could be misused by some brokers to build up large positions and in the process manipulate the markets. 
 
 Although Mehta declined to comment on the issue, sources close to him said that RBI has informed Sebi that it is looking into the issue and could shortly take some measures.






","IndusInd Bank__but, NSE, DR Mehta, Global Trust Bank, Canara Bank, the Reserve Bank of India, The National Stock Exchange, banks__HDFC Bank, RBI, Sebi, Mehta","rs, per, said, cent, company, would, market, also, india, consumer, said, rs, bank, per, would, india, banks, government, cent, also"
"Japanese steel major Nippon Steel Corporation is exploring opportunities to increase business in the south-east Asian region.
 
 ","Japanese steel major Nippon Steel Corporation is exploring opportunities to increase business in the south-east Asian region.
 
 The company has a knowledge tie-up with Tata Steel for the latter's Rs 1,600-crore cold rolling (CR) complex in Jamshedpur and is keen on extending the partnership beyond the commissioning of the CR complex.
 
 Takashi Asamura, representative director and executive vice president, Nippon Steel, said, ""We would like to have some opportunities for business in this country and we want good relations with Tata Steel for exchange of marketing and development information.""
 
 Asamura added that India has a brighter future in the global steel market than Japan, primarily due to the availability of huge raw material reserves and cheap labour, and the only solution for the Japanese steel industry's survival is technology renovation.
 
 Tata Steel's knowledge partnership with Nippon would continue till the ramp-up stage, till which time the steel major would require the Japanese company's expertise in developing its CR products. Tata Steel is contemplating on renewing the contract even beyond the ramp-up stage. Till the ramp-up stage, Tata Steel plans to provide CR steel to prospective customers, such as automobile manufacturers, on a trial basis, a company spokesperson said.
 
 The 1.2 million-tonne capacity CR complex is due for trial commissioning in May 2000 and the galvanising line has already been commissioned in January.
 
 According to the spokesperson, ""Tata Steel has identified Nippon Steel as the knowledge leader with respect to CR and this tie-up has brought Nippon Steel from a stand-off position as a competitor of Tata Steel to a mutually beneficial strategic partner. It makes sense on every front, including marketing, because Nippon Steel is one of the largest suppliers of steel to auto makers."" However, both Asamura and B Muthuraman, vice-president (Project Gopalpur and CRM), Tata Steel, emphasised that the knowledge tie-up is in no way a forerunner to a marketing collaboration in the future. ""Mutual benefits would be accrued in terms of sharing of market and product technology information. Tata Steel, for instance, would help Nippon to understand the requirements of the India market more effectively,"" said Asamura.
 
 The future of CR, according to Asamura, would be in more environment-friendly products, with wider usage and recyclability properties and simplification in process. Tata Steel need not worry about excess capacities in the CR market because dominance in the market would be determined on the basis of strength of products.






","Nippon Steel, Japan, Nippon, Jamshedpur, Tata Steel's, CR, Asamura, Takashi Asamura, B Muthuraman, Tata Steel, India, Nippon Steel Corporation, Project Gopalpur and CRM","rs, per, said, cent, company, would, market, also, india, consumer"
"Cholamandalam Cazenove Mutual Fund is to reposition its equity scheme Chola Freedom Growth as a technology fund, and will hence be called Chola Freedom Technology.
 
 ","Cholamandalam Cazenove Mutual Fund is to reposition its equity scheme Chola Freedom Growth as a technology fund, and will hence be called Chola Freedom Technology.
 
 Ved Prakash Chaturvedi, Cholamandalam Cazenove AMC's new CEO, informed that the fund's NAV has shown a 45 per cent growth in the last 60 days.
 
 ""Given the market situation and our belief that technology will be a driver of growth in the future in key industries, Chola Freedom Growth is being repositioned as a technology fund,"" says Chaturvedi.
 
 As required by law, the company is now in the process of informing its subscribers of the change in orientation of the fund, besides giving them an option to exit if they so desire.
 
 The restructuring exercise and the formal name change of the scheme is to take effect from March 6, 2000.
 
 Given the fund's impressive performance in the recent past, Chaturvedi holds out the promise of a `hefty dividend' in the near future to prospective investors who wish to stay on.
 
 As for the bond funds, Cholamandalam has the country's only AAA rated income fund (funds from the scheme are invested solely in bonds that get a AAA rating from Crisil) and this rating has been maintained since its inception in March 1997.
 
 Funds invested in Chola Triple Ace, has returned 30.87 per cent, 18.76 per cent and 15.35 per cent in the last one, three and six months (on an annualised basis), respectively.
 
 Thus, despite its inherent `high safety' tag, returns for investors in the scheme have been attractive going against the conventional `low-risk-low-returns' theory, says Chaturvedi.
 
 Three years from now, ""We would like to be among the top five players in the industry,"" he said.
 
 Repositioning apart, the AMC also realises that, at present, it does not have a `complete product basket'. With just one equity and two bond funds, there is an urgent need to have schemes that will appeal to a cross section of investors, Chaturvedi explains.






","Crisil, AMC, Cholamandalam Cazenove AMC's, Triple Ace, Cholamandalam, Cholamandalam Cazenove Mutual Fund, NAV, AAA, Chaturvedi, Ved Prakash Chaturvedi, Chola Freedom Technology","per, cent, said, also, market, company, india, bank, rs, would"
"Modular Consultants, promoters for the country's first integrated food processing park coming up at Dankuni, West Bengal, are scouting for a strategic financial partner for the Rs 204 crore project.","Modular Consultants, promoters for the country's first integrated food processing park coming up at Dankuni, West Bengal, are scouting for a strategic financial partner for the Rs 204 crore project. The project is expected to attract a total investment of Rs 2,000 crore.
 
 The project is expected to be executed in multiple phases. While Rs 96 crore will be invested in the first phase, Rs 108 crore will be deployed in the subsequent phases. The promoters have tied up with Eco-Vision Inc of Canada for the research and development centre, Frozen Foods Ltd, (a subsidiary of Mitsubishi Corporation, Japan) for the cold storage and Romtech of Australia for master control centre.
 
 The project has recently been sanctioned Rs 15 crore from Hudco, along with a central government grant of Rs 3 crore approved and partly disbursed for infrastructure development.
 
 Snowman, a joint venture between HLL, Mitsubishi and Amalgam for development of cold storage unit has been allotted a plot within the park, and construction work is under way.
 
 The rationale behind setting up this park, say senior official sources, is that West Bengal produces 27 per cent of the pineapples, 28 per cent of potatoes and 17 per cent of the rice production in the country.
 
 ""Food processing is a sunrise industry and a vast potential lies untapped. It is yet to realise its full potential"", said a government official.
 
 Some factors restricting the sector's growth are fragmented production centres, and absence of any effective intermediary agency such as producers' cooperatives. Cold chain infrastructure required for transportation and storage also needs major augmentation.
 
 The proposed food park will provide basic infrastructure facilities like cold storage, generated necessary volumes for direct marketing, thus eliminating multiple intermediary stages. The complete project shall be in 530 acres of land, out of which 70 acres have already been purchased.






","Mitsubishi Corporation, Japan, Frozen Foods Ltd, Snowman, HLL, Amalgam, Romtech, Hudco, Eco-Vision Inc of Canada, Mitsubishi, Dankuni, West Bengal, Modular Consultants, Australia","said, rs, bank, per, would, india, banks, government, cent, also"
The government comes into the financial picture in three ways.,"The government comes into the financial picture in three ways. First, it has a monopoly of currency supply. Second, it is a substantial borrower. Finally, it regulates financial markets.
 
 In all these three respects, the Indian government's influence on the economy has been negative. It borrows too much; and its borrowing agent, Reserve Bank, wants to keep down the cost of borrowing. So it borrows as much as possible by issuing currency, which are zero-interest bonds that have never to be repaid. Reserve Bank routinely raises money supply by 16-17 per cent a year -- about 10 per cent more than the growth of real production. Even if we add a couple of per cent for increasing monetisation, Reserve Bank, plans for a high rate of inflation. Inflation was 7 per cent till the 1970s, then it went up to an average of 11 per cent. In the past year it has come down to 2-3 per cent; nothing has changed in monetary policy or in the government's policy of pushing up foodgrain policies. There is no change in the Reserve Bank's rate of money creation, so sooner or later inflation is likely to return to its trend level of 10-12 per cent.
 
 When it comes to regulation, the government's ownership of banks and financial institutions leads it to favour them. Thus all of them have high levels of bad debts, and are in effect bankrupt. The correct thing to do with bankrupt firms would be to close them down. But because they belong to the government, it has done everything except close them down. The Bank of Karad was milked by sharebrokers who were later caught in the Bank scam; the government merged it with another bank. Then Manmohan Singh poured new capital into bankrupt banks -- capital which ultimately had to be financed by taxpayers in the form of higher taxes or by the general population in the form of higher prices. When the UTI bankrupted its US-64 by injudicious speculation, Yashwant                Sinha bailed it out by giving massive tax concessions to investors in shares and in mutual funds. These are not poor people. If they pay less tax, someone else must pay more -- or there must be more inflation, or both.
 
 Reserve Bank has worked actively to ensure that they do not have to face competition. In the first flush of reforms, Manmohan Singh asked Reserve Bank to license new, private banks. It did license some; quite a few of those were owned by government financial institutions. It received over a hundred applications; it is still sitting on them. Then arose a new threat to government banks -- non-banking financial companies. Starting with the report of the A C Shah Committee, Reserve Bank has seen to it that only a handful of the 40,000-odd NBFCs survived; it has effectively contained their threat to the banks. 
 
 Apart from the tax concessions on dividends and capital gains, the government has not tampered too much with the equity market; in fact, the market has greatly improved over the 1990s. Two influences have been important: the setting up of the National Stock Exchange, owned by government financial institutions, and the transfer of regulatory powers from the finance ministry to Securities and Exchange Board of India. Both have turned out to be highly positive developments.
 
 Thus, policy mismanagement lies largely on the side of debt, and concerns the government's handling of banks and lending institutions. Here there has to be more, fairer and more equal competition; and there will not be as long as they remain under government ownership. Hence their privatisation must be the first priority of reforms.
 
 However, privatisation must steer clear of two dangers. First, the banks and FIs must not pass under the control of major borrowers -- for instance, industrialists. In many countries -- including Pakistan --government banks were sold to industrialists, who borrowed from them and made them bankrupt, and then went back to the government for a bail-out. It is possible to minimise this possibility by ensuring that a shareholder or a group of them does not dominate a bank; there can also be rules about who may not own bank shares. Reserve Bank knows all about such restrictions, and would have no difficulty in introducing them. But there is another way: namely, to pass on the ownership to depositors. This is the principle of mutual societies, which predate companies. Mutual insurance companies and mortgage banks in the West are being demutualised and turned into corporate institutions under the pressure of their owners; the owners prefer to own saleable shares instead of illiquid units. But mutualisation may be a good first step to ensure that the banks do not immediately fall into the hands of powerful borrowers.
 
 Second, the market structure is all wrong. There are four huge long-term financial institutions. Of them, two -- IDBI and ICICI -- are too large; they need to be demerged into at least half a dozen institutions. One -- IFCI -- is bankrupt; it should be wound down. The last, UTI, is at last facing healthy competition from private mutual funds; although it is too large, it will cease to be so under the force of competition. Amongst the banks, the State Bank is too large, and should be demerged into half a dozen smaller banks. Of the rest, the bankrupt ones like the United Commercial must be sold off piece by piece; those that are not can be left alone. 
 
 But the most important point is to introduce open structures -- structures that allow that entry and exit of new banks, financial institutions and insurance companies. Reserve Bank finds this idea highly unwelcome; it would rather limit the numbers in the hope that it can thereby contain competition and stave off bankruptcies. The insurance regulator is equally against competition. But as I have earlier written, the way to stave off bank bankruptcies is not by limiting competition, but by insisting that every bank writes off doubtful debts out of deposits as soon as they arise. Banks would in effect provide two separate services. One would be to hold cash for depositors; on these cash accounts, the banks would pay no interest at all, and may even charge interest. But they would also offer to invest the deposits for their clients, and offer various options of lending them out to borrowers that vary in risk, and of investing the deposits in marketable securities. Thus banks would offer customers a number of investment options just like mutual funds, and like mutual funds, the banks would pass on the capital risk, including the risk of bad debt, to the investors. An investor would wants safety can keep his money in a cash account; if he wants a return, he must take risk, just like an investor in equity. That would eliminate the risk of bank failure -- and the need for Reserve Bank to restrict competition. All it would have to do is to ensure that banks keep proper accounts and promptly write off losses. The banks' depositors, who would bear the losses, would take their money out of inefficient banks and make sure the banks close down.






","The Bank of Karad, Bank, Securities and Exchange Board of India, ICICI, IFCI, Yashwant                Sinha, the State Bank, the United Commercial, Pakistan, UTI, Reserve Bank, the National Stock Exchange, Manmohan Singh, the Reserve Bank's, the A C Shah Committee","said, rs, bank, per, would, india, banks, government, cent, also"
nan,nan,,"rs, per, said, cent, company, would, market, also, india, consumer, said, rs, bank, per, would, india, banks, government, cent, also, per, cent, said, also, market, company, india, bank, rs, would"
nan,nan,,"rs, per, said, cent, company, would, market, also, india, consumer, said, rs, bank, per, would, india, banks, government, cent, also, per, cent, said, also, market, company, india, bank, rs, would"
"Ram Naik, the Union minister of petroleum and natural gas yesterday said that the subsidy on liquefied Petroleum gas (LPG) will be reduced in phased manner in the next three budgets begining the Union Budget of 2000-01.
 
 ","Ram Naik, the Union minister of petroleum and natural gas yesterday said that the subsidy on liquefied Petroleum gas (LPG) will be reduced in phased manner in the next three budgets begining the Union Budget of 2000-01.
 
 Addressing presspersons at 'meet the press' organised by Mumbai Marathi Patankar Sangh, here, Naik said ""there are three more budgets to go and the subsidy on LPG for domestic consumers will be reduced in phased manner."" The present rates of subsidy for LPG cylinder was Rs 144.
 
 Naik pointed out that the international prices of crude oil have become very volatile, having increased by 134 per cent from Rs 3210 per tonne in February 1999 to Rs 7540 per tonne in January 2000. 
 
 ""These prices have created considerable imbalances in our economy as compared to the prices in neighbouring countries. An attempt will be made to adjust and rationalise these prices at the time of presenting the budget for 2000-01 on February 29,"" he added.
 
 The domestic prices of diesel were to have parity with imported crude. Naik pointed out that with firming of crude prices globally, prices of diesel and other petroleum products also have gone up. However, he pointed out that ""the diesel prices have reached a saturation prices from mow on will lead to losses as the farmers use diesel in equipment used in agriculture.






","Rs 144, Mumbai Marathi Patankar Sangh, Union, the Union Budget of 2000-01, Naik, LPG, Ram Naik","said, rs, bank, per, would, india, banks, government, cent, also"
Finolex Industries has posted a 21.93 per cent rise in sales to Rs 197.93 crore (Rs 162.32 crore) during the second quarter ended January 2000.,"Finolex Industries has posted a 21.93 per cent rise in sales to Rs 197.93 crore (Rs 162.32 crore) during the second quarter ended January 2000. Net profit during the period shot up by 191.59 per cent to Rs 20.82 crore (Rs 7.14 crore). Total expenditure was up by 16.68 per cent to Rs 154.47 crore (Rs 132.38 crore), while interest cost was down at Rs 13.01 crore (Rs 14.18 crore). The sales and expenditure figures include value of inter-divisional transfers of PVC of Rs 19.80 crore.






",Finolex Industries,"said, rs, bank, per, would, india, banks, government, cent, also, per, cent, said, also, market, company, india, bank, rs, would"
"The board of directors of Floatglass India has alloted 14 lakh 10 per cent cumulative redeemable preference shares 2009/2010 of Rs 100 each aggregating Rs 14 crore to Aashi Glass Co Ltd, Japan.






","The board of directors of Floatglass India has alloted 14 lakh 10 per cent cumulative redeemable preference shares 2009/2010 of Rs 100 each aggregating Rs 14 crore to Aashi Glass Co Ltd, Japan.






","Japan, India, Aashi Glass Co Ltd","rs, per, said, cent, company, would, market, also, india, consumer, said, rs, bank, per, would, india, banks, government, cent, also, per, cent, said, also, market, company, india, bank, rs, would"
